Date,Open,High,Low,Close,Adj Close,Volume
2018-08-15,333.92999267578125,335.3599853515625,321.0199890136719,321.531005859375,321.531005859375,4324915
2018-08-15,321.9036865234375,325.70001220703125,321.0,324.0400085449219,324.0400085449219,2276142
2018-08-15,324.0799865722656,325.0,321.6000061035156,324.7001037597656,324.7001037597656,1360134
2018-08-15,324.7099914550781,327.0,324.7099914550781,325.3299865722656,325.3299865722656,1032849
2018-08-15,325.3699951171875,326.2030029296875,324.04998779296875,324.1300048828125,324.1300048828125,745245
2018-08-15,324.0120849609375,326.68389892578125,323.8500061035156,326.29998779296875,326.29998779296875,819305
2018-08-15,326.3699951171875,326.7900085449219,325.6199951171875,326.4599914550781,326.4599914550781,853386
2018-08-16,329.6199951171875,331.04998779296875,326.2900085449219,328.8128967285156,328.8128967285156,2088506
2018-08-16,328.5873107910156,329.1400146484375,326.8599853515625,327.989990234375,327.989990234375,736140
2018-08-16,327.95001220703125,329.1099853515625,327.12969970703125,327.29998779296875,327.29998779296875,517535
2018-08-16,327.2300109863281,327.70001220703125,326.431884765625,327.0400085449219,327.0400085449219,476347
2018-08-16,327.0367126464844,327.45098876953125,324.5,324.5299987792969,324.5299987792969,577757
2018-08-16,324.5299987792969,325.239990234375,323.5,323.95050048828125,323.95050048828125,771225
2018-08-16,323.8399963378906,323.8500061035156,321.2799987792969,322.3800048828125,322.3800048828125,1269480
2018-08-17,318.6300048828125,324.2099914550781,313.9599914550781,315.4599914550781,315.4599914550781,3551212
2018-08-17,315.4700012207031,316.6499938964844,312.9949951171875,315.4700012207031,315.4700012207031,1868181
2018-08-17,315.6199951171875,319.3299865722656,315.510009765625,317.30999755859375,317.30999755859375,1331477
2018-08-17,317.6304016113281,317.6304016113281,314.9800109863281,315.0,315.0,824250
2018-08-17,315.0513000488281,317.5528869628906,315.010009765625,316.70001220703125,316.70001220703125,849269
2018-08-17,316.7200012207031,317.32000732421875,315.70001220703125,316.95001220703125,316.95001220703125,873177
2018-08-17,316.9346923828125,317.2200012207031,316.510009765625,316.6499938964844,316.6499938964844,761932
2018-08-20,314.010009765625,320.1400146484375,310.9599914550781,319.8999938964844,319.8999938964844,3275425
2018-08-20,319.7799987792969,325.5899963378906,319.0799865722656,325.29998779296875,325.29998779296875,2316903
