Date,Open,High,Low,Close,Adj Close,Volume
2018-08-15,282.3599853515625,282.5,280.4849853515625,280.510009765625,280.510009765625,21832376
2018-08-15,280.489990234375,281.2200012207031,280.1600036621094,281.0450134277344,281.0450134277344,15535187
2018-08-15,281.1000061035156,281.4700012207031,280.6000061035156,281.33990478515625,281.33990478515625,9438031
2018-08-15,281.3349914550781,281.7699890136719,281.010009765625,281.2200012207031,281.2200012207031,8349043
2018-08-15,281.2200012207031,281.3550109863281,280.489990234375,280.55999755859375,280.55999755859375,7069512
2018-08-15,280.5400085449219,281.69000244140625,280.45001220703125,281.4700012207031,281.4700012207031,12223639
2018-08-15,281.45001220703125,282.09100341796875,281.45001220703125,281.75,281.75,16038146
2018-08-16,283.4200134277344,283.8500061035156,283.3900146484375,283.8450012207031,283.8450012207031,10979894
2018-08-16,283.8699951171875,284.5199890136719,283.82000732421875,284.5199890136719,284.5199890136719,7218226
2018-08-16,284.5199890136719,285.0400085449219,284.3599853515625,284.80999755859375,284.80999755859375,6161260
2018-08-16,284.80499267578125,284.8299865722656,284.3999938964844,284.6499938964844,284.6499938964844,8816568
2018-08-16,284.6600036621094,284.7950134277344,284.260009765625,284.2701110839844,284.2701110839844,5365539
2018-08-16,284.2699890136719,284.4800109863281,283.95001220703125,284.44000244140625,284.44000244140625,9461725
2018-08-16,284.44000244140625,284.44000244140625,283.7200012207031,284.0899963378906,284.0899963378906,12794277
2018-08-17,283.8500061035156,284.2699890136719,283.3800048828125,283.4549865722656,283.4549865722656,9130892
2018-08-17,283.4700012207031,284.1499938964844,283.4700012207031,284.1300048828125,284.1300048828125,4940167
2018-08-17,284.1400146484375,284.67498779296875,284.1130065917969,284.42999267578125,284.42999267578125,6017162
2018-08-17,284.42999267578125,284.45001220703125,284.010009765625,284.0398864746094,284.0398864746094,4772136
2018-08-17,284.0199890136719,285.2900085449219,284.0199890136719,285.1969909667969,285.1969909667969,12226516
2018-08-17,285.17999267578125,285.55999755859375,284.9700012207031,285.1099853515625,285.1099853515625,10014951
2018-08-17,285.1099853515625,285.29998779296875,284.9049072265625,285.0299987792969,285.0299987792969,7731316
2018-08-20,285.57000732421875,285.7438049316406,285.1600036621094,285.4599914550781,285.4599914550781,8623097
2018-08-20,285.44500732421875,285.5,285.05999755859375,285.3900146484375,285.3900146484375,5028542
2018-08-20,285.4150085449219,285.80999755859375,285.3399963378906,285.75,285.75,5875687
2018-08-20,285.760009765625,285.82000732421875,285.6200866699219,285.80999755859375,285.80999755859375,3707167
2018-08-20,285.80999755859375,285.9100036621094,285.739990234375,285.8800048828125,285.8800048828125,2829830
2018-08-20,285.8900146484375,285.9200134277344,285.6499938964844,285.8399963378906,285.8399963378906,3952501
2018-08-20,285.8299865722656,285.9700012207031,285.6199951171875,285.7200012207031,285.7200012207031,5630233
2018-08-21,286.260009765625,286.8699951171875,286.2049865722656,286.6700134277344,286.6700134277344,13032781
2018-08-21,286.67999267578125,286.79998779296875,286.29998779296875,286.4800109863281,286.4800109863281,5551730
2018-08-21,286.5,287.1600036621094,286.4700012207031,287.1300048828125,287.1300048828125,6099802
2018-08-21,287.1449890136719,287.30999755859375,286.9800109863281,287.1400146484375,287.1400146484375,5126554
2018-08-21,287.1400146484375,287.25,286.93499755859375,287.0299987792969,287.0299987792969,5669194
2018-08-21,287.010009765625,287.010009765625,286.4849853515625,286.6700134277344,286.6700134277344,9661661
2018-08-21,286.6700134277344,286.7349853515625,286.1099853515625,286.260009765625,286.260009765625,12397356
2018-08-22,285.8599853515625,286.29998779296875,285.5799865722656,285.7550048828125,285.7550048828125,11565797
2018-08-22,285.75,286.6700134277344,285.75,286.6600036621094,286.6600036621094,7257516
2018-08-22,286.6700134277344,286.760009765625,286.3800048828125,286.3900146484375,286.3900146484375,4939447
2018-08-22,286.3974914550781,286.510009765625,286.2349853515625,286.4200134277344,286.4200134277344,3193399
2018-08-22,286.4100036621094,286.7149963378906,285.98699951171875,286.20001220703125,286.20001220703125,3941759
2018-08-22,286.20001220703125,286.4100036621094,286.06988525390625,286.3349914550781,286.3349914550781,4143714
2018-08-22,286.3500061035156,286.5252990722656,286.19000244140625,286.20001220703125,286.20001220703125,5753916
2018-08-23,285.9700012207031,286.8699951171875,285.9100036621094,286.8500061035156,286.8500061035156,7896850
2018-08-23,286.8699951171875,286.94000244140625,285.5,285.739990234375,285.739990234375,9232920
2018-08-23,285.75,286.0899963378906,285.44000244140625,286.07000732421875,286.07000732421875,6406751
2018-08-23,286.05999755859375,286.1300048828125,285.6199951171875,285.6820983886719,285.6820983886719,2976974
2018-08-23,285.6820983886719,286.0299987792969,285.6820983886719,285.9830017089844,285.9830017089844,2194226
2018-08-23,285.989990234375,286.1499938964844,285.8500061035156,286.00750732421875,286.00750732421875,2924940
2018-08-23,286.0199890136719,286.0299987792969,285.4800109863281,285.7799987792969,285.7799987792969,9815321
2018-08-24,286.4599914550781,286.8800048828125,286.3900146484375,286.760009765625,286.760009765625,9826844
2018-08-24,286.7699890136719,287.4100036621094,286.760009765625,287.2300109863281,287.2300109863281,9619677
2018-08-24,287.239990234375,287.6499938964844,287.19000244140625,287.6300048828125,287.6300048828125,5326491
2018-08-24,287.6199951171875,287.6650085449219,287.3399963378906,287.3999938964844,287.3999938964844,3980089
2018-08-24,287.3800048828125,287.54998779296875,287.0299987792969,287.50750732421875,287.50750732421875,4750303
2018-08-24,287.5150146484375,287.57000732421875,287.2799987792969,287.45001220703125,287.45001220703125,3389591
2018-08-24,287.45001220703125,287.6099853515625,287.3399963378906,287.5,287.5,8452967
2018-08-27,288.8550109863281,289.67999267578125,288.68011474609375,289.6000061035156,289.6000061035156,15827257
2018-08-27,289.6000061035156,289.6000061035156,289.18499755859375,289.4800109863281,289.4800109863281,6539343
2018-08-27,289.44000244140625,289.8583984375,289.239990234375,289.7799987792969,289.7799987792969,7545327
2018-08-27,289.7799987792969,289.8949890136719,289.6000061035156,289.6099853515625,289.6099853515625,3304058
2018-08-27,289.6199951171875,289.7900085449219,289.57501220703125,289.7300109863281,289.7300109863281,3452012
2018-08-27,289.7200012207031,289.79998779296875,289.4599914550781,289.6499938964844,289.6499938964844,5225462
2018-08-27,289.6199951171875,289.760009765625,289.5150146484375,289.7250061035156,289.7250061035156,8874429
2018-08-28,290.3299865722656,290.4100036621094,289.8299865722656,289.9200134277344,289.9200134277344,8980344
2018-08-28,289.92999267578125,290.1099853515625,289.6700134277344,290.0400085449219,290.0400085449219,3664445
2018-08-28,289.6199951171875,289.7950134277344,289.3999938964844,289.6600036621094,289.6600036621094,6311666
2018-08-28,289.6600036621094,289.9800109863281,289.6099853515625,289.70001220703125,289.70001220703125,2969060
2018-08-28,289.69000244140625,290.07000732421875,289.6000061035156,289.94000244140625,289.94000244140625,3283860
2018-08-28,289.94000244140625,290.0400085449219,289.7200012207031,289.8299865722656,289.8299865722656,6999126
2018-08-28,289.8299865722656,289.9200134277344,289.5,289.8699951171875,289.8699951171875,8380661
2018-08-29,290.19000244140625,290.5299987792969,289.8999938964844,290.5299987792969,290.5299987792969,7360872
2018-08-29,290.5400085449219,291.4700012207031,290.510009765625,291.4200134277344,291.4200134277344,7434681
2018-08-29,291.4100036621094,291.6199951171875,291.2200012207031,291.4700012207031,291.4700012207031,10266653
2018-08-29,291.46990966796875,291.57000732421875,291.2950134277344,291.3599853515625,291.3599853515625,3569634
2018-08-29,291.3399963378906,291.3550109863281,291.125,291.2699890136719,291.2699890136719,4629695
2018-08-29,291.2550048828125,291.6499938964844,291.2300109863281,291.6199951171875,291.6199951171875,7824586
2018-08-29,291.6099853515625,291.739990234375,291.3599853515625,291.4800109863281,291.4800109863281,9294364
2018-08-30,290.92999267578125,291.2300109863281,290.7900085449219,291.07000732421875,291.07000732421875,8692462
2018-08-30,291.0799865722656,291.3599853515625,290.4800109863281,290.6199951171875,290.6199951171875,7628306
2018-08-30,290.6099853515625,290.9100036621094,290.5199890136719,290.8699951171875,290.8699951171875,5048410
2018-08-30,290.8800048828125,291.32000732421875,290.8550109863281,291.2799987792969,291.2799987792969,5551829
2018-08-30,291.2900085449219,291.3399963378906,289.8900146484375,290.19000244140625,290.19000244140625,8936250
2018-08-30,290.19891357421875,290.6499938964844,289.6300048828125,290.1000061035156,290.1000061035156,8621833
2018-08-30,290.1099853515625,290.2799987792969,289.93499755859375,290.239990234375,290.239990234375,9887533
2018-08-31,289.8699951171875,290.80999755859375,289.79998779296875,290.4800109863281,290.4800109863281,8213069
2018-08-31,290.4700012207031,290.6300048828125,289.94000244140625,289.9549865722656,289.9549865722656,6341327
2018-08-31,289.9700012207031,290.1700134277344,289.4200134277344,289.6600036621094,289.6600036621094,7863905
